absent_player,team_name,teammate,avg_mins,games_sampled
Aicha Coulibaly,Chicago Sky,Paige Bueckers,35.81,2
Aicha Coulibaly,Chicago Sky,Jessica Shepard,34.18,2
Aicha Coulibaly,Chicago Sky,Azzi Fudd,34.14,2
Aicha Coulibaly,Chicago Sky,Arike Ogunbowale,31.02,2
Aicha Coulibaly,Chicago Sky,Skylar Diggins,28.78,9
Aicha Coulibaly,Chicago Sky,Kamilla Cardoso,27.85,10
Aicha Coulibaly,Chicago Sky,Leila Lacan,26.80,2
Aicha Coulibaly,Chicago Sky,Diamond Miller,25.83,2
Aicha Coulibaly,Chicago Sky,Natasha Cloud,25.73,11
Aicha Coulibaly,Chicago Sky,Brittney Griner,25.46,2
Aicha Coulibaly,Chicago Sky,Azura Stevens,24.91,10
Aicha Coulibaly,Chicago Sky,Gabriela Jaquez,21.52,9
Aicha Coulibaly,Chicago Sky,Jacy Sheldon,21.33,11
Aicha Coulibaly,Chicago Sky,Aneesah Morrow,20.38,2
Aicha Coulibaly,Chicago Sky,Li Yueru,19.06,2
Aicha Coulibaly,Chicago Sky,Sydney Taylor,18.50,10
Aicha Coulibaly,Chicago Sky,Charlisse Leger-Walker,18.47,2
Aicha Coulibaly,Chicago Sky,Saniya Rivers,18.38,2
Aicha Coulibaly,Chicago Sky,Olivia Nelson-Ododa,18.28,2
Aicha Coulibaly,Chicago Sky,Elizabeth Williams,18.19,11
Aicha Coulibaly,Chicago Sky,Courtney Vandersloot,17.91,3
Aicha Coulibaly,Chicago Sky,Rachel Banham,15.24,10
Aicha Coulibaly,Chicago Sky,Nell Angloma,12.16,2
Aicha Coulibaly,Chicago Sky,Awak Kuier,10.95,2
Aicha Coulibaly,Chicago Sky,Maddy Siegrist,10.24,2
Aicha Coulibaly,Chicago Sky,Maddy Westbeld,9.49,3
Aicha Coulibaly,Chicago Sky,Sug Sutton,7.26,2
Aicha Coulibaly,Chicago Sky,Gianna Kneepkens,6.37,2
Aicha Coulibaly,Chicago Sky,Saylor Poffenbarger,6.10,4
Aicha Coulibaly,Chicago Sky,Aziaha James,6.09,2
Aicha Coulibaly,Chicago Sky,Raegan Beers,5.53,2
Aicha Coulibaly,Chicago Sky,Alanna Smith,5.47,2
Azura Stevens,Chicago Sky,Rickea Jackson,29.50,4
Azura Stevens,Chicago Sky,Gabriela Jaquez,29.37,5
Azura Stevens,Chicago Sky,Jacy Sheldon,28.79,5
Azura Stevens,Chicago Sky,Skylar Diggins,28.20,4
Azura Stevens,Chicago Sky,Natasha Cloud,26.94,4
Azura Stevens,Chicago Sky,Kamilla Cardoso,26.61,5
Azura Stevens,Chicago Sky,Rachel Banham,16.05,5
Azura Stevens,Chicago Sky,Elizabeth Williams,15.54,5
Azura Stevens,Chicago Sky,Aicha Coulibaly,14.81,4
Azura Stevens,Chicago Sky,Sydney Taylor,6.80,3
Courtney Vandersloot,Chicago Sky,Kayla McBride,35.50,3
Courtney Vandersloot,Chicago Sky,Paige Bueckers,34.13,2
Courtney Vandersloot,Chicago Sky,Olivia Miles,33.17,3
Courtney Vandersloot,Chicago Sky,Jessica Shepard,32.76,2
Courtney Vandersloot,Chicago Sky,Brittney Sykes,32.67,2
Courtney Vandersloot,Chicago Sky,Arike Ogunbowale,32.25,2
Courtney Vandersloot,Chicago Sky,Azzi Fudd,30.86,2
Courtney Vandersloot,Chicago Sky,Courtney Williams,30.83,3
Courtney Vandersloot,Chicago Sky,Natasha Howard,30.45,3
Courtney Vandersloot,Chicago Sky,Bridget Carleton,29.58,2
Courtney Vandersloot,Chicago Sky,Rickea Jackson,29.50,4
Courtney Vandersloot,Chicago Sky,Skylar Diggins,29.24,16
Courtney Vandersloot,Chicago Sky,Marina Mabrey,29.03,2
Courtney Vandersloot,Chicago Sky,Carla Leite,28.44,2
Courtney Vandersloot,Chicago Sky,Natasha Cloud,27.30,16
Courtney Vandersloot,Chicago Sky,Leila Lacan,26.80,2
Courtney Vandersloot,Chicago Sky,Kamilla Cardoso,26.64,17
Courtney Vandersloot,Chicago Sky,Nyara Sabally,26.53,2
Courtney Vandersloot,Chicago Sky,Diamond Miller,25.83,2
Courtney Vandersloot,Chicago Sky,Brittney Griner,25.46,2
Courtney Vandersloot,Chicago Sky,Nia Coffey,25.43,3
Courtney Vandersloot,Chicago Sky,Gabriela Jaquez,25.23,13
Courtney Vandersloot,Chicago Sky,Sarah Ashlee Barker,25.01,2
Courtney Vandersloot,Chicago Sky,Jacy Sheldon,23.45,17
Courtney Vandersloot,Chicago Sky,Maria Conde,22.91,2
Courtney Vandersloot,Chicago Sky,Laura Juskaite,22.18,2
Courtney Vandersloot,Chicago Sky,Azura Stevens,21.76,12
Courtney Vandersloot,Chicago Sky,Aneesah Morrow,20.38,2
Courtney Vandersloot,Chicago Sky,Emily Engstler,20.08,2
Courtney Vandersloot,Chicago Sky,Luisa Geiselsoder,19.39,2
Courtney Vandersloot,Chicago Sky,Charlisse Leger-Walker,18.47,2
Courtney Vandersloot,Chicago Sky,Saniya Rivers,18.38,2
Courtney Vandersloot,Chicago Sky,Megan Gustafson,18.35,2
Courtney Vandersloot,Chicago Sky,Olivia Nelson-Ododa,18.28,2
Courtney Vandersloot,Chicago Sky,Elizabeth Williams,17.79,17
Courtney Vandersloot,Chicago Sky,Li Yueru,17.45,2
Courtney Vandersloot,Chicago Sky,Sydney Taylor,16.36,15
Courtney Vandersloot,Chicago Sky,Maya Caldwell,15.61,3
Courtney Vandersloot,Chicago Sky,Nyadiew Puoch,15.03,2
Courtney Vandersloot,Chicago Sky,Rachel Banham,14.91,16
Courtney Vandersloot,Chicago Sky,Frieda Buhner,14.40,2
Courtney Vandersloot,Chicago Sky,Aicha Coulibaly,14.39,9
Courtney Vandersloot,Chicago Sky,Nell Angloma,12.16,2
Courtney Vandersloot,Chicago Sky,Teonni Key,11.05,2
Courtney Vandersloot,Chicago Sky,Alanna Smith,10.67,2
Courtney Vandersloot,Chicago Sky,Maddy Westbeld,10.32,2
Courtney Vandersloot,Chicago Sky,Liatu King,9.96,2
Courtney Vandersloot,Chicago Sky,Awak Kuier,9.62,2
Courtney Vandersloot,Chicago Sky,Antonia Delaere,9.29,3
Courtney Vandersloot,Chicago Sky,Maddy Siegrist,9.23,2
Courtney Vandersloot,Chicago Sky,Emese Hof,8.24,2
Courtney Vandersloot,Chicago Sky,Kia Nurse,8.22,2
Courtney Vandersloot,Chicago Sky,Serah Williams,7.56,2
Courtney Vandersloot,Chicago Sky,Aziaha James,7.02,2
Courtney Vandersloot,Chicago Sky,Gianna Kneepkens,6.37,2
Courtney Vandersloot,Chicago Sky,Anastasiia Olairi Kosu,5.64,2
Courtney Vandersloot,Chicago Sky,Raegan Beers,5.53,2
Courtney Vandersloot,Chicago Sky,Saylor Poffenbarger,5.10,5
Gabriela Jaquez,Chicago Sky,Skylar Diggins,31.10,4
Gabriela Jaquez,Chicago Sky,Kamilla Cardoso,28.65,4
Gabriela Jaquez,Chicago Sky,Natasha Cloud,27.97,4
Gabriela Jaquez,Chicago Sky,Jacy Sheldon,24.10,4
Gabriela Jaquez,Chicago Sky,Elizabeth Williams,21.53,4
Gabriela Jaquez,Chicago Sky,Sydney Taylor,19.18,4
Gabriela Jaquez,Chicago Sky,Rachel Banham,18.94,4
Gabriela Jaquez,Chicago Sky,Azura Stevens,18.01,4
Gabriela Jaquez,Chicago Sky,Aicha Coulibaly,14.65,2
Gabriela Jaquez,Chicago Sky,Saylor Poffenbarger,4.25,3
Rachel Banham,Chicago Sky,Chelsea Gray,37.80,2
Rachel Banham,Chicago Sky,Jackie Young,37.65,2
Rachel Banham,Chicago Sky,Jewell Loyd,33.32,2
Rachel Banham,Chicago Sky,Skylar Diggins,31.59,3
Rachel Banham,Chicago Sky,Kamilla Cardoso,28.56,3
Rachel Banham,Chicago Sky,Azura Stevens,27.98,3
Rachel Banham,Chicago Sky,Sydney Taylor,27.52,3
Rachel Banham,Chicago Sky,Natasha Cloud,27.23,3
Rachel Banham,Chicago Sky,Stephanie Talbot,24.09,2
Rachel Banham,Chicago Sky,NaLyssa Smith,23.63,2
Rachel Banham,Chicago Sky,Courtney Vandersloot,17.05,2
Rachel Banham,Chicago Sky,Gabriela Jaquez,16.63,3
Rachel Banham,Chicago Sky,Jacy Sheldon,14.97,3
Rachel Banham,Chicago Sky,Chennedy Carter,13.50,2
Rachel Banham,Chicago Sky,Elizabeth Williams,13.04,3
Rachel Banham,Chicago Sky,Cheyenne Parker-Tyus,12.12,2
Rachel Banham,Chicago Sky,Kierstan Bell,11.58,2
Rachel Banham,Chicago Sky,Aicha Coulibaly,9.28,2
Skylar Diggins,Chicago Sky,Natasha Cloud,30.43,5
Skylar Diggins,Chicago Sky,Azura Stevens,30.43,4
Skylar Diggins,Chicago Sky,Kamilla Cardoso,27.73,4
Skylar Diggins,Chicago Sky,Gabriela Jaquez,21.33,5
Skylar Diggins,Chicago Sky,Sydney Taylor,20.66,5
Skylar Diggins,Chicago Sky,Jacy Sheldon,20.35,5
Skylar Diggins,Chicago Sky,Courtney Vandersloot,19.10,4
Skylar Diggins,Chicago Sky,Aicha Coulibaly,16.02,3
Skylar Diggins,Chicago Sky,Elizabeth Williams,14.68,5
Skylar Diggins,Chicago Sky,Rachel Banham,13.45,5
Sydney Taylor,Chicago Sky,Skylar Diggins,34.25,2
Sydney Taylor,Chicago Sky,Kamilla Cardoso,29.71,2
Sydney Taylor,Chicago Sky,Gabriela Jaquez,27.24,2
Sydney Taylor,Chicago Sky,Natasha Cloud,26.49,2
Sydney Taylor,Chicago Sky,Jacy Sheldon,26.19,2
Sydney Taylor,Chicago Sky,Elizabeth Williams,15.69,2
Sydney Taylor,Chicago Sky,Rachel Banham,13.17,2
Aaliyah Edwards,Connecticut Sun,Aneesah Morrow,28.89,6
Aaliyah Edwards,Connecticut Sun,Leila Lacan,27.32,3
Aaliyah Edwards,Connecticut Sun,Saniya Rivers,26.09,6
Aaliyah Edwards,Connecticut Sun,Kennedy Burke,26.05,5
Aaliyah Edwards,Connecticut Sun,Brittney Griner,25.73,5
Aaliyah Edwards,Connecticut Sun,Diamond Miller,24.95,6
Aaliyah Edwards,Connecticut Sun,Charlisse Leger-Walker,15.81,6
Aaliyah Edwards,Connecticut Sun,Hailey Van Lith,15.57,4
Aaliyah Edwards,Connecticut Sun,Olivia Nelson-Ododa,14.50,6
Aaliyah Edwards,Connecticut Sun,Nell Angloma,12.47,3
Aaliyah Edwards,Connecticut Sun,Raegan Beers,10.49,4
Aaliyah Edwards,Connecticut Sun,Gianna Kneepkens,9.23,6
Aneesah Morrow,Connecticut Sun,Kayla McBride,38.09,2
Aneesah Morrow,Connecticut Sun,Courtney Williams,33.26,2
Aneesah Morrow,Connecticut Sun,Leila Lacan,30.11,7
Aneesah Morrow,Connecticut Sun,Natasha Howard,28.97,2
Aneesah Morrow,Connecticut Sun,Olivia Nelson-Ododa,27.29,7
Aneesah Morrow,Connecticut Sun,Brittney Griner,26.54,3
Aneesah Morrow,Connecticut Sun,Charlisse Leger-Walker,25.90,7
Aneesah Morrow,Connecticut Sun,Diamond Miller,25.64,7
Aneesah Morrow,Connecticut Sun,Antonia Delaere,23.79,2
Aneesah Morrow,Connecticut Sun,Kennedy Burke,22.34,7
Aneesah Morrow,Connecticut Sun,Saniya Rivers,22.25,4
Aneesah Morrow,Connecticut Sun,Aaliyah Edwards,22.23,7
Aneesah Morrow,Connecticut Sun,Dorka Juhasz,22.03,2
Aneesah Morrow,Connecticut Sun,Nia Coffey,17.06,2
Aneesah Morrow,Connecticut Sun,Maya Caldwell,15.04,2
Aneesah Morrow,Connecticut Sun,Anastasiia Olairi Kosu,11.95,2
Aneesah Morrow,Connecticut Sun,Raegan Beers,10.09,6
Aneesah Morrow,Connecticut Sun,Nell Angloma,10.06,7
Aneesah Morrow,Connecticut Sun,Eliska Hamzova,9.82,2
Aneesah Morrow,Connecticut Sun,Gianna Kneepkens,7.23,5
Ashlon Jackson,Connecticut Sun,Kayla McBride,38.09,2
Ashlon Jackson,Connecticut Sun,Julie Allemand,35.12,2
Ashlon Jackson,Connecticut Sun,Marina Mabrey,33.72,2
Ashlon Jackson,Connecticut Sun,Courtney Williams,33.26,2
Ashlon Jackson,Connecticut Sun,Laura Juskaite,32.98,2
Ashlon Jackson,Connecticut Sun,Bridget Carleton,32.58,2
Ashlon Jackson,Connecticut Sun,Breanna Stewart,31.41,2
Ashlon Jackson,Connecticut Sun,Jackie Young,29.01,2
Ashlon Jackson,Connecticut Sun,Natasha Howard,28.97,2
Ashlon Jackson,Connecticut Sun,Chelsea Gray,28.66,2
Ashlon Jackson,Connecticut Sun,Leila Lacan,28.66,13
Ashlon Jackson,Connecticut Sun,Emily Engstler,28.56,2
Ashlon Jackson,Connecticut Sun,Jewell Loyd,27.26,2
Ashlon Jackson,Connecticut Sun,A'ja Wilson,26.43,2
Ashlon Jackson,Connecticut Sun,Marine Johannes,25.98,2
Ashlon Jackson,Connecticut Sun,Brittney Griner,25.51,12
Ashlon Jackson,Connecticut Sun,Antonia Delaere,23.79,2
Ashlon Jackson,Connecticut Sun,Chennedy Carter,23.68,2
Ashlon Jackson,Connecticut Sun,Kennedy Burke,23.66,18
Ashlon Jackson,Connecticut Sun,Betnijah Laney-Hamilton,23.37,2
Ashlon Jackson,Connecticut Sun,Saniya Rivers,23.35,16
Ashlon Jackson,Connecticut Sun,Aneesah Morrow,23.16,12
Ashlon Jackson,Connecticut Sun,Pauline Astier,22.84,2
Ashlon Jackson,Connecticut Sun,Sarah Ashlee Barker,22.73,2
Ashlon Jackson,Connecticut Sun,Diamond Miller,22.13,18
Ashlon Jackson,Connecticut Sun,Dorka Juhasz,22.03,2
Ashlon Jackson,Connecticut Sun,Han Xu,21.97,2
Ashlon Jackson,Connecticut Sun,Isabelle Harrison,21.89,2
Ashlon Jackson,Connecticut Sun,Charlisse Leger-Walker,21.57,18
Ashlon Jackson,Connecticut Sun,Olivia Nelson-Ododa,21.05,16
Ashlon Jackson,Connecticut Sun,Maria Conde,21.04,2
Ashlon Jackson,Connecticut Sun,Aaliyah Edwards,19.78,13
Ashlon Jackson,Connecticut Sun,Megan Gustafson,19.47,2
Ashlon Jackson,Connecticut Sun,Hailey Van Lith,18.70,6
Ashlon Jackson,Connecticut Sun,NaLyssa Smith,17.42,2
Ashlon Jackson,Connecticut Sun,Stephanie Talbot,17.09,2
Ashlon Jackson,Connecticut Sun,Nia Coffey,17.06,2
Ashlon Jackson,Connecticut Sun,Cheyenne Parker-Tyus,15.63,2
Ashlon Jackson,Connecticut Sun,Maya Caldwell,15.04,2
Ashlon Jackson,Connecticut Sun,Rebekah Gardner,14.97,2
Ashlon Jackson,Connecticut Sun,Nyadiew Puoch,14.73,2
Ashlon Jackson,Connecticut Sun,Sug Sutton,13.08,2
Ashlon Jackson,Connecticut Sun,Anastasiia Olairi Kosu,11.95,2
Ashlon Jackson,Connecticut Sun,Serah Williams,10.60,2
Ashlon Jackson,Connecticut Sun,Brianna Turner,10.47,2
Ashlon Jackson,Connecticut Sun,Eliska Hamzova,9.82,2
Ashlon Jackson,Connecticut Sun,Nell Angloma,9.77,14
Ashlon Jackson,Connecticut Sun,Raegan Beers,9.54,13
Ashlon Jackson,Connecticut Sun,Gianna Kneepkens,8.25,14
Ashlon Jackson,Connecticut Sun,Tima Pouye,6.63,2
Ashlon Jackson,Connecticut Sun,Teonni Key,6.15,2
Ashlon Jackson,Connecticut Sun,Kia Nurse,3.89,2
Brittney Griner,Connecticut Sun,Leila Lacan,29.48,4
Brittney Griner,Connecticut Sun,Jackie Young,29.01,2
Brittney Griner,Connecticut Sun,Chelsea Gray,28.66,2
Brittney Griner,Connecticut Sun,Natisha Hiedeman,28.65,2
Brittney Griner,Connecticut Sun,Jewell Loyd,27.26,2
Brittney Griner,Connecticut Sun,Janelle Salaun,26.72,2
Brittney Griner,Connecticut Sun,A'ja Wilson,26.43,2
Brittney Griner,Connecticut Sun,Stefanie Dolson,26.29,2
Brittney Griner,Connecticut Sun,Kaila Charles,25.69,2
Brittney Griner,Connecticut Sun,Veronica Burton,25.10,2
Brittney Griner,Connecticut Sun,Jade Melbourne,24.99,2
Brittney Griner,Connecticut Sun,Chennedy Carter,23.68,2
Brittney Griner,Connecticut Sun,Flau'jae Johnson,23.42,2
Brittney Griner,Connecticut Sun,Olivia Nelson-Ododa,23.29,7
Brittney Griner,Connecticut Sun,Saniya Rivers,23.29,9
Brittney Griner,Connecticut Sun,Kennedy Burke,23.18,10
Brittney Griner,Connecticut Sun,Charlisse Leger-Walker,22.76,10
Brittney Griner,Connecticut Sun,Mackenzie Holmes,22.23,2
Brittney Griner,Connecticut Sun,Aaliyah Edwards,21.81,9
Brittney Griner,Connecticut Sun,Zia Cooke,21.81,2
Brittney Griner,Connecticut Sun,Diamond Miller,21.78,10
Brittney Griner,Connecticut Sun,Kaitlyn Chen,21.73,2
Brittney Griner,Connecticut Sun,Aneesah Morrow,21.22,6
Brittney Griner,Connecticut Sun,Jordan Horston,19.56,2
Brittney Griner,Connecticut Sun,Laeticia Amihere,18.14,2
Brittney Griner,Connecticut Sun,NaLyssa Smith,17.42,2
Brittney Griner,Connecticut Sun,Lexie Brown,17.26,2
Brittney Griner,Connecticut Sun,Stephanie Talbot,17.09,2
Brittney Griner,Connecticut Sun,Kiah Stokes,16.88,2
Brittney Griner,Connecticut Sun,Tiffany Hayes,16.81,2
Brittney Griner,Connecticut Sun,Cheyenne Parker-Tyus,15.63,2
Brittney Griner,Connecticut Sun,Cecilia Zandalasini,15.49,2
Brittney Griner,Connecticut Sun,Hailey Van Lith,15.49,7
Brittney Griner,Connecticut Sun,Kayla Thornton,14.70,2
Brittney Griner,Connecticut Sun,Nell Angloma,14.36,9
Brittney Griner,Connecticut Sun,Ashlon Jackson,14.13,4
Brittney Griner,Connecticut Sun,Raegan Beers,13.90,10
Brittney Griner,Connecticut Sun,Brianna Turner,10.47,2
Brittney Griner,Connecticut Sun,Gianna Kneepkens,10.05,10
Brittney Griner,Connecticut Sun,Taylor Thierry,6.83,2
Brittney Griner,Connecticut Sun,Juste Jocyte,3.56,2
Hailey Van Lith,Connecticut Sun,Kayla McBride,38.09,2
Hailey Van Lith,Connecticut Sun,Julie Allemand,35.12,2
Hailey Van Lith,Connecticut Sun,Sonia Citron,34.37,2
Hailey Van Lith,Connecticut Sun,Marina Mabrey,33.72,2
Hailey Van Lith,Connecticut Sun,Courtney Williams,33.26,2
Hailey Van Lith,Connecticut Sun,Laura Juskaite,32.98,2
Hailey Van Lith,Connecticut Sun,Michaela Onyenwere,30.01,2
Hailey Van Lith,Connecticut Sun,Natasha Howard,28.97,2
Hailey Van Lith,Connecticut Sun,Leila Lacan,28.40,13
Hailey Van Lith,Connecticut Sun,Georgia Amoore,26.13,2
Hailey Van Lith,Connecticut Sun,Lauren Betts,24.75,2
Hailey Van Lith,Connecticut Sun,Brittney Griner,24.53,10
Hailey Van Lith,Connecticut Sun,Antonia Delaere,23.79,2
Hailey Van Lith,Connecticut Sun,Kennedy Burke,23.07,13
Hailey Van Lith,Connecticut Sun,Charlisse Leger-Walker,22.72,13
Hailey Van Lith,Connecticut Sun,Cotie McMahon,22.59,2
Hailey Van Lith,Connecticut Sun,Diamond Miller,22.55,13
Hailey Van Lith,Connecticut Sun,Olivia Nelson-Ododa,22.51,13
Hailey Van Lith,Connecticut Sun,Dorka Juhasz,22.03,2
Hailey Van Lith,Connecticut Sun,Saniya Rivers,21.97,11
Hailey Van Lith,Connecticut Sun,Isabelle Harrison,21.89,2
Hailey Van Lith,Connecticut Sun,Maria Conde,21.04,2
Hailey Van Lith,Connecticut Sun,Aneesah Morrow,19.60,7
Hailey Van Lith,Connecticut Sun,Aaliyah Edwards,19.42,11
Hailey Van Lith,Connecticut Sun,Angela Dugalic,17.68,2
Hailey Van Lith,Connecticut Sun,Nia Coffey,17.06,2
Hailey Van Lith,Connecticut Sun,Maya Caldwell,15.04,2
Hailey Van Lith,Connecticut Sun,Lucy Olsen,12.25,2
Hailey Van Lith,Connecticut Sun,Anastasiia Olairi Kosu,11.95,2
Hailey Van Lith,Connecticut Sun,Eliska Hamzova,9.82,2
Hailey Van Lith,Connecticut Sun,Nell Angloma,9.03,12
Hailey Van Lith,Connecticut Sun,Raegan Beers,8.40,9
Hailey Van Lith,Connecticut Sun,Tima Pouye,6.63,2
Hailey Van Lith,Connecticut Sun,Teonni Key,6.15,2
Hailey Van Lith,Connecticut Sun,Gianna Kneepkens,5.96,8
Hailey Van Lith,Connecticut Sun,Kia Nurse,3.89,2
Leila Lacan,Connecticut Sun,Bridget Carleton,31.13,2
Leila Lacan,Connecticut Sun,Jackie Young,29.01,2
Leila Lacan,Connecticut Sun,Chelsea Gray,28.66,2
Leila Lacan,Connecticut Sun,Natisha Hiedeman,27.60,3
Leila Lacan,Connecticut Sun,Brittney Griner,27.33,3
Leila Lacan,Connecticut Sun,Jewell Loyd,27.26,2
Leila Lacan,Connecticut Sun,A'ja Wilson,26.43,2
Leila Lacan,Connecticut Sun,Flau'jae Johnson,25.52,3
Leila Lacan,Connecticut Sun,Stefanie Dolson,24.49,3
Leila Lacan,Connecticut Sun,Jade Melbourne,24.38,3
Leila Lacan,Connecticut Sun,Kennedy Burke,24.37,9
Leila Lacan,Connecticut Sun,Aneesah Morrow,24.09,9
Leila Lacan,Connecticut Sun,Emily Engstler,23.70,2
Leila Lacan,Connecticut Sun,Chennedy Carter,23.68,2
Leila Lacan,Connecticut Sun,Saniya Rivers,23.40,9
Leila Lacan,Connecticut Sun,Charlisse Leger-Walker,22.56,9
Leila Lacan,Connecticut Sun,Mackenzie Holmes,22.37,3
Leila Lacan,Connecticut Sun,Luisa Geiselsoder,21.59,2
Leila Lacan,Connecticut Sun,Sarah Ashlee Barker,21.35,2
Leila Lacan,Connecticut Sun,Diamond Miller,19.87,9
Leila Lacan,Connecticut Sun,Nyadiew Puoch,19.51,2
Leila Lacan,Connecticut Sun,Zia Cooke,18.59,3
Leila Lacan,Connecticut Sun,Lexie Brown,18.53,3
Leila Lacan,Connecticut Sun,Aaliyah Edwards,18.49,6
Leila Lacan,Connecticut Sun,Jordan Horston,18.13,3
Leila Lacan,Connecticut Sun,Hailey Van Lith,17.53,9
Leila Lacan,Connecticut Sun,NaLyssa Smith,17.42,2
Leila Lacan,Connecticut Sun,Stephanie Talbot,17.09,2
Leila Lacan,Connecticut Sun,Olivia Nelson-Ododa,16.57,5
Leila Lacan,Connecticut Sun,Cheyenne Parker-Tyus,15.63,2
Leila Lacan,Connecticut Sun,Ashlon Jackson,14.13,4
Leila Lacan,Connecticut Sun,Raegan Beers,13.70,8
Leila Lacan,Connecticut Sun,Megan Gustafson,12.99,2
Leila Lacan,Connecticut Sun,Nell Angloma,12.96,6
Leila Lacan,Connecticut Sun,Serah Williams,11.58,2
Leila Lacan,Connecticut Sun,Brianna Turner,10.47,2
Leila Lacan,Connecticut Sun,Gianna Kneepkens,10.45,9
Leila Lacan,Connecticut Sun,Taylor Thierry,6.83,2
Nell Angloma,Connecticut Sun,Kennedy Burke,28.70,4
Nell Angloma,Connecticut Sun,Brittney Griner,28.42,3
Nell Angloma,Connecticut Sun,Diamond Miller,24.54,4
